spec	Fold_0
nist_1714668	train
nist_1714676	train
nist_1714710	train
nist_1714736	train
nist_1714785	train
nist_1714802	train
nist_1714879	train
nist_1714908	train
nist_1714914	train
nist_1714961	train
nist_1714977	train
nist_1715056	train
nist_1715115	train
nist_1715125	train
nist_1715143	train
nist_1715159	train
nist_1715195	train
nist_1715262	train
nist_1715278	train
nist_1715289	train
nist_1715298	test
nist_1715311	train
nist_1715325	train
nist_1715342	train
nist_1715362	train
nist_1715373	train
nist_1715390	train
nist_1715456	train
nist_1715477	train
nist_1715553	train
nist_1715572	train
nist_1715589	val
nist_1715612	val
nist_1715626	val
nist_1715639	train
nist_1715668	test
nist_1715705	test
nist_1715728	test
nist_1715764	test
nist_1715783	test
nist_1715809	train
nist_1715829	train
nist_1715835	train
nist_1715876	train
nist_1715908	train
nist_1715912	train
nist_1715926	test
nist_1715940	test
nist_1715946	train
nist_1715959	val
nist_1715981	train
nist_1716014	train
nist_1716038	val
nist_1716091	test
nist_1716106	train
nist_1716126	test
nist_1716146	test
nist_1716171	train
nist_1716182	train
nist_1716211	train
nist_1716229	train
nist_1716249	val
nist_1716267	val
nist_1716282	train
nist_1716298	train
nist_1716339	train
nist_1716357	train
nist_1716395	train
nist_1716412	train
nist_1716443	train
nist_1716472	train
nist_1716495	train
nist_1716500	train
nist_1716537	train
nist_1716556	train
nist_1716610	train
nist_1716628	train
nist_1716682	train
nist_1716705	train
nist_1716760	test
nist_1716863	train
nist_1716917	train
nist_1716938	train
nist_1716970	train
nist_1717007	train
nist_1717071	train
nist_1717128	test
nist_1717182	train
nist_1717231	test
nist_1717250	test
nist_1717304	train
nist_1717319	train
nist_1717353	train
nist_1717374	train
nist_1717445	train
nist_1717467	train
nist_1717540	train
nist_1717555	train
nist_1717564	train
nist_1717582	train
nist_1717595	train
nist_1717625	train
nist_1717645	train
nist_1717700	train
nist_1717740	train
nist_1717751	train
nist_1717782	train
nist_1717798	train
nist_1717878	train
nist_1717897	train
nist_1717930	train
nist_1717988	val
nist_1718003	val
nist_1718055	val
nist_1718097	test
nist_1718152	train
nist_1718173	train
nist_1718186	train
nist_1718194	train
nist_1718237	train
nist_1718267	train
nist_1718326	train
nist_1718330	train
nist_1718380	train
nist_1718389	train
nist_1718429	test
nist_1718451	test
nist_1718494	train
nist_1718544	train
nist_1718607	train
nist_1718627	train
nist_1718647	val
nist_1718695	train
nist_1718729	train
nist_1718751	train
nist_1718843	train
nist_1718906	train
nist_1718939	train
nist_1718959	train
nist_1718987	train
nist_1719044	train
nist_1719385	train
nist_1719406	train
nist_1719455	val
nist_1719472	val
nist_1719484	train
nist_1719510	test
nist_1719516	train
nist_1719555	test
nist_1719568	test
nist_1719582	test
nist_1719633	train
nist_1719645	train
nist_1719647	val
nist_1719707	train
nist_1719769	val
nist_1719799	train
nist_1719817	test
nist_1719824	train
nist_1719846	train
nist_1719877	train
nist_1719907	train
nist_1719944	train
nist_1720003	test
nist_1720024	test
nist_1720072	train
nist_1720115	train
nist_1720155	train
nist_1720173	train
nist_1720183	train
nist_1720209	train
nist_1720264	test
nist_1720303	train
nist_1720340	train
nist_1720354	train
nist_1720398	train
nist_1720419	train
nist_1720481	train
nist_1720500	train
nist_1720550	train
nist_1720591	train
nist_1720623	train
nist_1720692	train
nist_1720710	train
nist_1720756	test
nist_1720772	test
nist_1720822	train
nist_1720842	train
nist_1720925	train
nist_1720938	train
nist_1720955	train
nist_1720990	train
nist_1721027	val
nist_1721039	val
nist_1721083	train
nist_1721104	train
nist_1721174	train
nist_1721190	train
nist_1721203	train
nist_1721229	train
nist_1721247	test
nist_1721263	test
nist_1721271	test
nist_1721306	train
nist_1721321	train
nist_1721348	train
nist_1721375	train
nist_1721388	train
nist_1721399	train
nist_1721425	train
nist_1721444	train
nist_1721503	train
nist_1721536	train
nist_1721555	train
nist_1721580	train
nist_1721634	train
nist_1721650	train
nist_1721703	train
nist_1721710	train
nist_1721733	train
nist_1721783	train
nist_1721794	test
nist_1721830	test
nist_1721871	test
nist_1721905	train
nist_1721940	train
nist_1722027	train
nist_1722039	train
nist_1722051	train
nist_1722082	train
nist_1722097	train
nist_1722165	train
nist_1722184	train
nist_1722191	train
nist_1722217	train
nist_1722240	train
nist_1722257	train
nist_1722313	train
nist_1722358	train
nist_1722377	train
nist_1722425	train
nist_1722463	train
nist_1722478	train
nist_1722507	train
nist_1722523	train
nist_1722573	train
nist_1722581	train
nist_1722661	train
nist_1722677	train
nist_1722698	train
nist_1722704	train
nist_1722729	train
nist_1722739	train
nist_1722752	train
nist_1722801	train
nist_1722867	val
nist_1722882	train
nist_1722910	val
nist_1722985	test
nist_1723077	train
nist_1723149	train
nist_1723173	train
nist_1723194	train
nist_1723234	train
nist_1723254	train
nist_1723271	train
nist_1723288	train
nist_1723394	train
nist_1723414	train
nist_1723474	train
nist_1723494	train
nist_1723551	train
nist_1723570	train
nist_1723600	train
nist_1723616	train
nist_1723648	train
nist_1723675	test
nist_1723694	test
nist_1723729	test
nist_1723754	train
nist_1723764	train
nist_1723772	train
nist_1723784	train
nist_1723812	train
nist_1723898	train
nist_1723960	train
nist_1723988	train
nist_1724023	train
nist_1724073	val
nist_1724090	val
nist_1724173	train
nist_1724254	train
nist_1724281	train
nist_1724345	train
nist_1724356	train
nist_1724376	train
nist_1724411	test
nist_1724427	test
nist_1724504	train
nist_1724539	train
nist_1724557	train
nist_1724608	train
nist_1724614	train
nist_1724629	train
nist_1724639	train
nist_1724697	train
nist_1724723	val
nist_1724735	val
nist_1724764	train
nist_1724781	train
nist_1724839	train
nist_1724855	train
nist_1724910	train
nist_1724923	train
nist_1724941	train
nist_1724952	train
nist_1724996	train
nist_1725014	train
nist_1725052	train
nist_1725143	train
nist_1725165	train
nist_1725223	train
nist_1725267	train
nist_1725317	val
nist_1725345	train
nist_1725367	train
nist_1725436	train
nist_1725469	train
nist_1725497	train
nist_1725528	val
nist_1725547	val
nist_1725576	train
nist_1725619	train
nist_1725682	test
nist_1725706	test
nist_1725727	test
nist_1725743	test
nist_1725813	val
nist_1725830	val
nist_1725836	train
nist_1725884	test
nist_1725910	train
nist_1725922	val
nist_1725929	train
nist_1725939	train
nist_1725988	train
nist_1726011	val
nist_1726024	val
nist_1726042	train
nist_1726086	train
nist_1726110	test
nist_1726186	train
nist_1726205	train
nist_1726223	train
nist_1726295	train
nist_1726312	train
nist_1726403	train
nist_1726433	val
nist_1726450	train
nist_1726461	train
nist_1726470	train
nist_1726515	train
nist_1726556	train
nist_1726585	train
nist_1726607	train
nist_1726624	train
nist_1726638	train
nist_1726673	train
nist_1726695	train
nist_1726741	val
nist_1726756	test
nist_1726775	test
nist_1726807	train
nist_1726817	train
nist_1726859	train
nist_1726933	train
nist_1726943	train
nist_1726986	train
nist_1727006	train
nist_1727026	train
nist_1727050	test
nist_1727074	train
nist_1727097	train
nist_1727116	val
nist_1727130	train
nist_1727168	train
nist_1727192	train
nist_1727198	train
nist_1727226	train
nist_1727262	train
nist_1727282	train
nist_1727297	train
nist_1727324	train
nist_1727341	train
nist_1727358	train
nist_1727406	train
nist_1727492	val
nist_1727510	val
nist_1727556	train
nist_1727574	train
nist_1727600	train
nist_1727624	train
nist_1727672	train
nist_1727694	train
nist_1727758	train
nist_1727774	train
nist_1727808	train
nist_1727889	train
nist_1727923	train
nist_1728018	val
nist_1728065	test
nist_1728075	test
nist_1728148	train
nist_1728188	train
nist_1728226	train
nist_1728242	train
nist_1728258	train
nist_1728309	train
nist_1728322	val
nist_1728332	train
nist_1728335	train
nist_1728351	train
nist_1728366	train
nist_1728446	train
nist_1728488	train
nist_1728508	train
nist_1728518	train
nist_1728564	train
nist_1728617	val
nist_1728642	val
nist_1728666	train
nist_1728696	train
nist_1728712	train
nist_1728757	train
nist_1728762	train
nist_1728778	train
nist_1728795	train
nist_1728831	train
nist_1728842	train
nist_1728856	val
nist_1728884	train
nist_1728933	train
nist_1728980	train
nist_1728986	val
nist_1728992	test
nist_1729007	train
nist_1729022	train
nist_1729089	train
nist_1729102	train
nist_1729144	train
nist_1729187	train
nist_1729273	train
nist_1729287	val
nist_1729301	val
nist_1729347	train
nist_1729367	train
nist_1729409	train
nist_1729461	val
nist_1729474	val
nist_1729542	train
nist_1764357	train
nist_1764376	train
nist_1764393	val
nist_1764410	train
nist_1764428	train
nist_1764437	train
nist_1764464	train
nist_1764473	train
nist_1764480	train
nist_1764494	train
nist_1764506	train
nist_1764570	train
nist_1764588	train
nist_1764599	val
nist_1764646	train
nist_1764652	train
nist_1764664	val
nist_1764671	train
nist_1764682	train
nist_1764693	train
nist_1764728	test
nist_1764744	test
nist_1764757	train
nist_1764765	train
nist_1764775	train
nist_1764788	train
nist_1764812	train
nist_1764839	train
nist_1764863	train
nist_1764877	test
nist_1764897	train
nist_1764940	train
nist_1764966	train
nist_1764973	train
nist_1764980	train
nist_1764992	train
nist_1765009	train
nist_1765019	train
nist_1765028	train
nist_1765108	val
nist_1765118	train
nist_1765137	train
nist_1765151	train
nist_1765172	train
nist_1765187	train
nist_1765191	train
nist_1765202	train
nist_1765219	train
nist_1765261	train
nist_1765279	train
nist_1765302	val
nist_1765311	train
nist_1765334	train
nist_1765370	train
nist_1765390	train
nist_1765399	train
nist_1765404	train
nist_1765413	train
nist_1765427	train
nist_1765435	val
nist_1765466	train
nist_1765490	val
nist_1765504	val
nist_1765555	val
nist_1765602	train
nist_1765615	train
nist_1765635	train
nist_1765667	train
nist_1765676	train
nist_1765706	train
nist_1765717	val
nist_1765741	train
nist_1765770	train
nist_1765798	train
nist_1765814	train
nist_1765833	train
nist_1765912	train
nist_1765946	train
nist_1765966	train
nist_1765979	train
nist_1766001	test
nist_1766012	train
nist_1766030	train
nist_1766054	val
nist_1766064	train
nist_1766075	train
nist_1766098	test
nist_1766114	test
nist_1766125	train
nist_1766129	train
nist_1766140	train
nist_1766159	train
nist_1766168	val
nist_1766181	val
nist_1766191	test
nist_1766213	train
nist_1766219	train
nist_1766248	train
nist_1766294	train
nist_1766344	train
nist_1766357	train
nist_1766406	train
nist_1766414	train
nist_1766439	train
nist_1766452	train
nist_1766478	train
nist_1766483	test
nist_1766504	train
nist_1766530	train
nist_1766555	train
nist_1766571	train
nist_1766592	train
nist_1766716	train
nist_1766727	train
nist_1766739	train
nist_1766760	train
nist_1766793	test
nist_1766822	train
nist_1766841	test
nist_1766856	test
nist_1766908	train
nist_1766916	train
nist_1766957	test
nist_1766973	train
nist_1766991	train
nist_1766995	train
nist_1767004	train
nist_1767020	test
nist_1767044	val
nist_1767063	train
nist_1767093	train
nist_1767126	val
nist_1767139	test
nist_1767172	train
nist_1767223	train
nist_1767238	train
nist_1767248	test
nist_1767276	train
nist_1767294	train
nist_1767315	val
nist_1767325	train
nist_1767339	train
nist_1767359	train
nist_1767371	train
nist_1767401	train
nist_1767435	test
nist_1767502	train
nist_1767515	train
nist_1767564	test
nist_1767588	train
nist_1767602	test
nist_1767618	test
nist_1767648	train
nist_1767672	train
nist_1767686	train
nist_1767694	train
nist_1767718	train
nist_1767759	train
nist_1767762	train
nist_1767771	train
nist_1767809	train
nist_1767826	train
nist_1767852	train
nist_1767892	train
nist_1767906	train
nist_1767936	val
nist_1767954	val
nist_1768020	train
nist_1768035	train
nist_1768069	train
nist_1768084	train
nist_1768146	test
nist_1768196	train
nist_1774968	train
nist_1774997	train
nist_1775031	train
nist_1775089	test
nist_1775095	test
nist_1775108	test
nist_1775117	test
nist_1775129	train
nist_1775148	test
nist_1775198	train
nist_1775230	train
nist_1775249	train
nist_1775266	test
nist_1775282	train
nist_1775308	test
nist_1775318	train
nist_1775361	train
nist_1775388	train
nist_1775414	train
nist_1775460	train
nist_1775483	val
nist_1775593	train
nist_1775618	train
nist_1775657	train
nist_1775661	train
nist_1775714	train
nist_1775742	test
nist_1775768	train
nist_1775791	train
nist_1775810	train
nist_1775836	train
nist_1775884	train
nist_1775908	train
nist_1775939	train
nist_1775968	train
nist_1776000	train
nist_1776019	train
nist_1776059	train
nist_1776087	train
nist_1776131	test
nist_1776163	train
nist_1776249	train
nist_1776309	train
nist_1776324	train
nist_1776385	train
nist_1776462	train
nist_1776479	train
nist_1776504	train
nist_1776542	train
nist_1776604	train
nist_1776632	train
nist_1776652	val
nist_1776668	train
nist_1776712	train
nist_1776736	test
nist_1776771	train
nist_1776877	test
nist_1776909	val
nist_1776921	val
nist_1776938	val
nist_1776968	train
nist_1776983	train
nist_1777008	train
nist_1777021	train
nist_1777036	train
nist_1777050	train
nist_1777085	train
nist_1777095	train
nist_1777116	train
nist_1777180	train
nist_1777201	train
nist_1777247	test
nist_1777287	test
nist_1777297	train
nist_1777331	train
nist_1777394	train
nist_1777414	train
nist_1777495	test
nist_1777507	train
nist_1777520	train
nist_1777568	train
nist_1777590	train
nist_1777630	train
nist_1777651	train
nist_1777699	train
nist_1777767	train
nist_1777782	train
nist_1777789	train
nist_1777863	train
nist_1777914	train
nist_1777928	train
nist_1777957	train
nist_1777989	train
nist_1778002	train
nist_1778024	train
nist_1778039	train
nist_1778065	test
nist_1778084	test
nist_1778151	train
nist_1778174	train
nist_1778231	val
nist_1778246	val
nist_1778277	train
nist_1778308	train
nist_1778327	train
nist_1778348	train
nist_1778380	test
nist_1778412	test
nist_1778422	test
nist_1778473	test
nist_1778505	train
nist_1778535	train
nist_1778566	train
nist_1778576	train
nist_1778582	train
nist_1778674	train
nist_1778699	train
nist_1778792	train
nist_1778800	train
nist_1778861	train
nist_1778920	train
nist_1778961	train
nist_1778985	train
nist_1779013	train
nist_1779027	train
nist_1779046	train
nist_1779091	train
nist_1779126	train
nist_1779169	train
nist_1779184	train
nist_1779199	train
nist_1779254	train
nist_1779263	train
nist_1779351	test
nist_1779361	test
nist_1779368	train
nist_1779389	train
nist_1779424	train
nist_1779461	test
nist_1779470	train
nist_1779486	train
nist_1779506	val
nist_1779524	train
nist_1779589	val
nist_1779621	train
nist_1779644	train
nist_1779696	train
nist_1779724	train
nist_1779760	train
nist_1779776	train
nist_1779798	train
nist_1779810	train
nist_1779825	train
nist_1779866	train
nist_1779882	train
nist_1779915	train
nist_1779927	test
nist_1779946	train
nist_1779950	train
nist_1779959	test
nist_1779992	test
nist_1780005	train
nist_1780018	train
nist_1780055	train
nist_1780089	train
nist_1780096	train
nist_1780101	train
nist_1780120	train
nist_1780161	train
nist_1780167	train
nist_1780176	train
nist_1780194	train
nist_1780212	train
nist_1780224	train
nist_1780245	train
nist_1780272	train
nist_1780286	train
nist_1780298	val
nist_1780303	train
nist_1780327	train
nist_1780342	train
nist_1780380	train
nist_1780413	val
nist_1780435	test
nist_1780462	test
nist_1780512	train
nist_1780521	train
nist_1780538	train
nist_1780553	train
nist_1780571	train
nist_1780641	train
nist_1780653	train
nist_1780693	train
nist_1780734	train
nist_1780753	train
nist_1780800	train
nist_1780817	train
nist_1780826	train
nist_1780841	test
nist_1780897	train
nist_1780942	train
nist_1780991	train
nist_1780998	train
nist_1781032	val
nist_1781038	val
nist_1781076	train
nist_1781088	train
nist_1781113	train
nist_1781174	test
nist_1781190	test
nist_1781235	val
nist_1781249	val
nist_1781291	train
nist_1781390	train
nist_1781409	train
nist_1781452	train
nist_1781491	train
